id,sale_date,id_product,qtd,total,usd_price,usd_brl,custo_total_brl,resultado,prejuizo
4022,2024-02-20,1,7,231858.0,6657.12,4.9408,230240.489472,1617.5105280000134,0.0
927,2024-03-11,1,6,188798.25,6703.2,4.9777,200199.11183999997,-11400.861839999969,11400.861839999969
6886,2024-03-29,1,10,314663.75,6633.66,4.9962,331430.92092,-16767.170920000004,16767.170920000004
7561,2024-04-20,1,14,440529.25,6633.66,5.2269,485428.684356,-44899.43435599998,44899.43435599998
6125,2024-04-28,1,1,31466.85,6633.66,5.1184,33953.725344,-2486.875344,2486.875344
7958,2024-06-02,1,9,298103.0,6633.66,5.2416,312938.930304,-14835.93030399998,14835.93030399998
4524,2024-06-07,1,2,62932.75,6633.66,5.2802,70054.103064,-7121.353063999995,7121.353063999995
9462,2024-06-27,1,6,188798.25,6633.66,5.5229,219822.24488399999,-31023.994883999985,31023.994883999985
3266,2024-06-27,1,2,66245.0,6633.66,5.5229,73274.081628,-7029.081628,7029.081628
6480,2024-07-18,1,9,298103.0,6633.66,5.5426,330909.515244,-32806.51524400001,32806.51524400001
7470,2024-08-01,1,12,377596.5,6633.66,5.6681,451202.9789519999,-73606.47895199992,73606.47895199992
7131,2024-08-09,1,9,283197.85,5774.5,5.5115,286435.41075,-3237.560750000004,3237.560750000004
1102,2024-08-11,1,14,463715.0,5774.5,5.5115,445566.1945,18148.805500000017,0.0
9268,2024-09-09,1,6,198735.0,5774.5,5.6097,194359.2759,4375.724099999992,0.0
9078,2024-09-11,1,8,251731.0,5774.5,5.6387,260485.3852,-8754.38519999999,8754.38519999999
6229,2024-10-07,1,4,125865.5,5774.5,5.4626,126175.1348,-309.6347999999998,309.6347999999998
4774,2024-10-19,1,1,31466.85,5774.5,5.6672,32725.2464,-1258.3964000000014,1258.3964000000014
5681,2024-11-06,1,8,251731.0,5774.5,5.7648,266310.7008,-14579.700799999991,14579.700799999991
1739,2024-11-09,1,14,463715.0,5774.5,5.7648,466043.7264,-2328.726399999985,2328.726399999985
2173,2024-12-19,1,12,397470.0,5774.5,6.1841,428521.0254,-31051.025399999984,31051.025399999984
9581,2023-01-04,2,15,199473.4,2577.22,5.4459,210529.23596999998,-11055.835969999986,11055.835969999986
1169,2023-01-08,2,10,139982.0,2577.22,5.2855,136218.9631,3763.0369000000064,0.0
9607,2023-01-11,2,11,153980.0,2577.22,5.202,147473.68284,6506.317160000006,0.0
7216,2023-01-17,2,5,66491.45,2577.22,5.1203,65980.69783,510.7521699999925,0.0
6251,2023-03-02,2,8,106385.75,2577.22,5.208,107377.29407999999,-991.5440799999924,991.5440799999924
3111,2023-03-14,2,11,153980.0,2577.22,5.2362,148443.23300399998,5536.76699600002,0.0
1745,2023-03-22,2,14,186175.3,2577.22,5.2648,189959.66998399998,-3784.36998399999,3784.36998399999
9363,2023-03-22,2,11,153980.0,2577.22,5.2648,149254.02641599998,4725.973584000021,0.0
3790,2023-03-29,2,5,69991.0,2577.22,5.1493,66354.39473,3636.60527,0.0
4189,2023-04-14,2,3,41994.0,2577.22,4.9455,38236.92453,3757.0754700000034,0.0
92,2023-04-19,2,7,93087.65,2577.22,5.0467,91045.193218,2042.4567819999938,0.0
5637,2023-05-06,2,2,26596.2,2577.22,4.9696,25615.505024,980.6949760000025,0.0
5251,2023-05-18,2,5,66491.45,2577.22,4.9647,63975.62066999999,2515.8293300000078,0.0
7298,2023-05-31,2,12,167978.0,2829.74,5.0959,173040.864792,-5062.864792000008,5062.864792000008
8244,2023-06-05,2,5,69991.0,2829.74,4.9236,69662.53932,328.4606800000038,0.0
5677,2023-06-06,2,15,199473.4,2829.74,4.9292,209225.31611999997,-9751.91611999998,9751.91611999998
6941,2023-06-16,2,13,172877.2,2829.74,4.8286,177627.873332,-4750.673331999977,4750.673331999977
1676,2023-07-10,2,13,181976.0,2829.74,4.8735,179279.59256999998,2696.407430000021,0.0
4729,2023-07-12,2,13,181976.0,2829.74,4.8058,176789.13839599997,5186.861604000034,0.0
761,2023-07-21,2,1,13298.1,2829.74,4.7732,13506.914968,-208.81496799999877,208.81496799999877
7204,2023-07-22,2,2,26596.2,2829.74,4.7732,27013.829936,-417.62993599999754,417.62993599999754
1888,2023-07-24,2,8,111985.0,2829.74,4.7457,107432.776944,4552.2230560000025,0.0
8991,2023-08-03,2,5,66491.45,2829.74,4.8797,69041.41139,-2549.9613899999968,2549.9613899999968
4247,2023-08-11,2,10,132982.9,2829.74,4.8918,138425.22131999998,-5442.321319999988,5442.321319999988
937,2023-08-17,2,10,132982.9,2829.74,4.9816,140966.32783999998,-7983.427839999989,7983.427839999989
2292,2023-08-24,2,12,167978.0,2829.74,4.8748,165532.99862399997,2445.0013760000293,0.0
3700,2023-08-30,2,8,106385.75,2829.74,4.8653,110140.272176,-3754.5221759999986,3754.5221759999986
8330,2023-08-31,2,7,93087.65,2829.74,4.9219,97493.88114199998,-4406.23114199999,4406.23114199999
9783,2023-09-20,2,12,159579.1,2829.74,4.8487,164646.724056,-5067.624056000001,5067.624056000001
9125,2023-10-17,2,15,199473.4,2829.74,5.0384,213860.43024,-14387.030239999993,14387.030239999993
5229,2023-11-07,2,2,26596.2,2829.74,4.867,27544.689159999998,-948.4891599999974,948.4891599999974
8853,2023-11-15,2,13,181976.0,2829.74,4.8682,179084.62348399998,2891.3765160000185,0.0
1819,2024-01-03,2,14,195974.0,2829.74,4.9212,194960.03083199996,1013.9691680000396,0.0
1321,2024-01-05,2,14,195974.0,2829.74,4.8899,193720.038764,2253.961236000003,0.0
1883,2024-01-18,2,1,13298.1,2829.74,4.9403,13979.764521999998,-681.6645219999973,681.6645219999973
1578,2024-01-19,2,11,153980.0,2829.74,4.9223,153217.121222,762.878778000013,0.0
2572,2024-01-21,2,13,181976.0,2829.74,4.9223,181074.77962599997,901.2203740000259,0.0
9496,2024-01-22,2,14,195974.0,2829.74,4.949,196061.36563999997,-87.36563999997452,87.36563999997452
6325,2024-02-07,2,8,111985.0,2829.74,4.9608,112302.19353599999,-317.1935359999916,317.1935359999916
7787,2024-02-26,2,8,106385.75,2829.74,4.9819,112779.853648,-6394.103648000004,6394.103648000004
5338,2024-04-06,2,14,195974.0,2829.74,5.052,200141.85072,-4167.850719999988,4167.850719999988
3369,2024-04-13,2,14,186175.3,2829.74,5.1364,203485.471504,-17310.171503999998,17310.171503999998
7831,2024-04-14,2,10,132982.9,2829.74,5.1364,145346.76536,-12363.865359999996,12363.865359999996
5832,2024-04-28,2,15,199473.4,2829.74,5.1184,217256.11824,-17782.718240000017,17782.718240000017
7195,2024-04-28,2,1,13298.1,2829.74,5.1184,14483.741216,-1185.641216,1185.641216
9056,2024-05-04,2,1,13298.1,2829.74,5.0668,14337.726631999998,-1039.6266319999977,1039.6266319999977
2400,2024-05-12,2,10,132982.9,2829.74,5.1464,145629.73935999998,-12646.839359999984,12646.839359999984
9909,2024-06-19,2,11,153980.0,2829.74,5.4647,170100.481958,-16120.48195799999,16120.48195799999
9092,2024-07-09,2,11,153980.0,2829.74,5.4387,169291.17631799998,-15311.176317999983,15311.176317999983
4607,2024-07-15,2,14,195974.0,2829.74,5.4563,216158.745068,-20184.74506799999,20184.74506799999
2183,2024-07-26,2,11,146281.0,2829.74,5.6465,175759.39600999997,-29478.396009999968,29478.396009999968
6276,2024-07-27,2,9,119683.85,2829.74,5.6465,143803.14218999998,-24119.29218999998,24119.29218999998
5988,2024-07-28,2,8,106385.75,2829.74,5.6465,127825.01527999998,-21439.265279999978,21439.265279999978
4990,2024-08-18,2,2,26596.2,2829.74,5.4632,30918.871135999994,-4322.671135999994,4322.671135999994
3970,2024-08-18,2,6,79789.55,2829.74,5.4632,92756.61340799998,-12967.063407999973,12967.063407999973
8306,2024-08-28,2,7,97987.0,2829.74,5.5315,109568.94767,-11581.947669999994,11581.947669999994
5035,2024-08-31,2,14,186175.3,2829.74,5.6562,224078.055432,-37902.755432000005,37902.755432000005
7095,2024-09-04,2,15,199473.4,2829.74,5.6359,239221.97499,-39748.574989999994,39748.574989999994
6695,2024-09-08,2,4,53193.35,2829.74,5.5702,63048.870992,-9855.520991999998,9855.520991999998
6261,2024-09-26,2,10,139982.0,2829.74,5.4412,153971.81287999998,-13989.812879999983,13989.812879999983
9101,2024-10-21,2,7,93087.65,2829.74,5.7068,113041.321624,-19953.67162400001,19953.67162400001
6744,2024-10-23,2,12,159579.1,2829.74,5.7149,194060.173512,-34481.073512,34481.073512
3502,2024-10-26,2,2,27996.0,2829.74,5.6969,32241.491611999998,-4245.491611999998,4245.491611999998
2208,2024-10-27,2,11,146281.0,2829.74,5.6969,177328.203866,-31047.203865999996,31047.203865999996
8778,2024-10-31,2,6,79789.55,2829.74,5.7779,98099.72847599999,-18310.178475999986,18310.178475999986
6665,2024-12-01,2,3,39894.3,2829.74,6.0535,51389.49326999999,-11495.193269999989,11495.193269999989
1130,2024-12-06,2,13,181976.0,2829.74,6.0293,221797.567966,-39821.567966,39821.567966
6989,2024-12-07,2,12,159579.1,2829.74,6.0293,204736.216584,-45157.116584,45157.116584
691,2024-12-17,2,15,199473.4,2829.74,6.1685,261828.76784999997,-62355.36784999998,62355.36784999998
2698,2024-12-18,2,7,93087.65,2829.74,6.1624,122065.92843199999,-28978.278431999992,28978.278431999992
8675,2024-12-27,2,10,139982.0,2829.74,6.1991,175418.41233999995,-35436.41233999995,35436.41233999995
9217,2023-01-12,3,8,72194.0,1753.77,5.14,72115.0224,78.97759999999835,0.0
4320,2023-01-18,3,6,54145.0,1753.77,5.0909,53569.606157999995,575.393842000005,0.0
1308,2023-02-07,3,1,9024.0,1753.77,5.1695,9066.114015000001,-42.11401500000102,42.11401500000102
738,2023-02-12,3,7,60010.55,1753.77,5.2526,64482.966113999995,-4472.416113999992,4472.416113999992
385,2023-03-14,3,13,111448.3,1753.77,5.2362,119380.176162,-7931.8761620000005,7931.8761620000005
574,2023-03-28,3,12,102875.5,1753.77,5.1733,108873.34009200001,-5997.840092000013,5997.840092000013
1964,2023-03-29,3,10,90242.0,1753.77,5.1493,90306.87861,-64.87860999999975,64.87860999999975
762,2023-04-15,3,11,94302.7,1753.77,4.9455,95405.964885,-1103.2648849999969,1103.2648849999969
6498,2023-04-25,3,5,45121.0,1753.77,5.0613,44381.780504999995,739.2194950000048,0.0
2840,2023-05-01,3,8,72194.0,1753.77,5.0007,70160.62111200001,2033.378887999992,0.0
4298,2023-05-17,3,15,128594.85,1753.77,4.9513,130251.621015,-1656.7710149999912,1656.7710149999912
4740,2023-06-10,3,4,34292.15,1753.77,4.8922,34319.174375999995,-27.024375999993936,27.024375999993936
7484,2023-07-03,3,4,36097.0,1753.77,4.7876,33585.397008,2511.602992,0.0
7551,2023-08-09,3,10,90242.0,1753.77,4.9015,85961.03655,4280.963449999996,0.0
8494,2023-10-12,3,12,108290.0,1753.77,5.0496,106270.043904,2019.9560959999944,0.0
4288,2023-10-25,3,8,72194.0,1753.77,4.9981,70124.142696,2069.8573040000047,0.0
1336,2023-10-28,3,5,45121.0,1753.77,4.948,43388.26980000001,1732.7301999999909,0.0
4727,2023-11-10,3,7,60010.55,1753.77,4.9219,60423.163941000006,-412.61394100000325,412.61394100000325
2126,2023-11-13,3,6,54145.0,1753.77,4.9247,51820.74671399999,2324.2532860000065,0.0
9396,2023-11-16,3,4,36097.0,1753.77,4.8575,34075.7511,2021.2488999999987,0.0
8043,2023-11-25,3,11,99266.0,1753.77,4.8927,94387.37526899998,4878.624731000018,0.0
7887,2023-11-29,3,3,25719.35,1753.77,4.8933,25745.168223,-25.818223000002035,25.818223000002035
1731,2023-12-05,3,9,81218.0,1753.77,4.9522,78165.17814599999,3052.821854000009,0.0
1403,2023-12-30,3,10,90242.0,1753.77,4.8413,84905.26701000001,5336.7329899999895,0.0
2967,2024-01-05,3,14,126339.0,1753.77,4.8899,120060.638922,6278.361078000002,0.0
2051,2024-01-12,3,2,18048.0,1753.77,4.8543,17026.651422,1021.348578000001,0.0
2654,2024-01-14,3,13,111448.3,1753.77,4.8543,110673.234243,775.0657570000039,0.0
2570,2024-01-19,3,8,72194.0,1753.77,4.9223,69060.65656799999,3133.3434320000088,0.0
25,2024-02-04,3,2,18048.0,1753.77,4.9471,17352.151134,695.8488660000003,0.0
2460,2024-02-08,3,13,111448.3,1753.77,4.9804,113548.189404,-2099.8894040000014,2099.8894040000014
9633,2024-02-13,3,2,18048.0,1753.77,4.9717,17438.436618,609.5633820000003,0.0
6804,2024-02-15,3,4,36097.0,1753.77,4.971,34871.96268,1225.037320000003,0.0
6439,2024-03-15,3,9,77157.1,1753.77,4.9937,78820.21124099998,-1663.1112409999769,1663.1112409999769
3997,2024-03-24,3,1,8572.8,1753.77,4.9897,8750.786168999999,-177.9861689999998,177.9861689999998
9314,2024-03-31,3,4,36097.0,1753.77,4.9962,35048.742696,1048.2573039999988,0.0
5422,2024-04-03,3,14,126339.0,1753.77,5.0724,124541.52127199998,1797.4787280000164,0.0
1674,2024-04-08,3,13,117314.0,1753.77,5.0421,114954.888321,2359.111678999994,0.0
3338,2024-04-17,3,13,111448.3,1753.77,5.2469,119624.125569,-8175.825568999993,8175.825568999993
1978,2024-05-06,3,5,45121.0,1753.77,5.0727,44481.745395,639.2546050000019,0.0
8318,2024-05-13,3,2,17145.6,1753.77,5.1412,18032.964648,-887.3646480000025,887.3646480000025
9810,2024-06-15,3,1,8572.8,1753.77,5.363,9405.46851,-832.6685100000013,832.6685100000013
3356,2024-06-17,3,13,111448.3,1753.77,5.413,123411.04113000001,-11962.74113000001,11962.74113000001
1462,2024-06-27,3,2,17145.6,1753.77,5.5229,19371.792666,-2226.1926660000026,2226.1926660000026
2616,2024-07-07,3,4,36097.0,1753.77,5.497,38561.894759999996,-2464.8947599999956,2464.8947599999956
9244,2024-07-13,3,3,27073.0,1753.77,5.4529,28689.397298999997,-1616.3972989999966,1616.3972989999966
7675,2024-07-14,3,15,135363.0,1753.77,5.4529,143446.986495,-8083.98649499999,8083.98649499999
6337,2024-07-17,3,4,34292.15,1753.77,5.467,38351.442359999994,-4059.292359999992,4059.292359999992
8559,2024-07-17,3,8,68584.3,1753.77,5.467,76702.88471999999,-8118.584719999984,8118.584719999984
9674,2024-07-18,3,11,94302.7,1753.77,5.5426,106924.901622,-12622.201622000008,12622.201622000008
1782,2024-08-09,3,4,34292.15,1753.77,5.5115,38663.61342,-4371.46342,4371.46342
4364,2024-08-26,3,11,94302.7,1753.77,5.4921,105950.682387,-11647.982386999996,11647.982386999996
6670,2024-09-09,3,1,8572.8,1753.77,5.6097,9838.123569,-1265.3235690000001,1265.3235690000001
6350,2024-10-05,3,3,27073.0,1753.77,5.4686,28771.999866000002,-1698.999866000002,1698.999866000002
7210,2024-10-05,3,15,128594.85,1753.77,5.4686,143859.99933000002,-15265.149330000015,15265.149330000015
3669,2024-10-29,3,2,18048.0,1753.77,5.714,20042.083560000003,-1994.0835600000028,1994.0835600000028
8726,2024-10-30,3,9,77157.1,1753.77,5.7801,91232.693793,-14075.593792999993,14075.593792999993
8171,2024-11-10,3,5,42864.95,1753.77,5.7648,50550.66648,-7685.716480000003,7685.716480000003
6571,2024-11-24,3,11,94302.7,1753.77,5.8124,112129.740228,-17827.040227999998,17827.040227999998
6057,2024-11-24,3,13,111448.3,1753.77,5.8124,132516.965724,-21068.665724000006,21068.665724000006
6581,2024-11-28,3,13,111448.3,1753.77,5.9871,136499.95277099998,-25051.65277099998,25051.65277099998
2946,2024-12-03,3,9,77157.1,1753.77,6.0707,95819.50385100002,-18662.40385100001,18662.40385100001
3053,2024-12-10,3,15,128594.85,1753.77,6.0529,159230.91649499998,-30636.066494999977,30636.066494999977
5849,2024-12-11,3,4,34292.15,1753.77,6.032,42314.96256,-8022.8125599999985,8022.8125599999985
6532,2024-12-19,3,9,77157.1,1753.77,6.1841,97609.40151299999,-20452.301512999984,20452.301512999984
7227,2023-01-16,4,1,3212.9,654.31,5.1115,3344.505565,-131.60556499999984,131.60556499999984
7548,2023-01-18,4,12,40583.0,654.31,5.0909,39972.321348,610.6786520000023,0.0
3793,2023-02-01,4,2,6425.8,654.31,5.0721,6637.451501999999,-211.6515019999988,211.6515019999988
2929,2023-02-03,4,14,47346.0,654.31,5.103,46745.21501999999,600.7849800000113,0.0
3278,2023-02-10,4,12,40583.0,654.31,5.2526,41241.944471999996,-658.9444719999956,658.9444719999956
1311,2023-02-21,4,7,23673.0,654.31,5.2012,23822.380203999997,-149.38020399999732,149.38020399999732
996,2023-02-24,4,12,38553.85,654.31,5.1791,40664.843052,-2110.993051999998,2110.993051999998
9935,2023-03-10,4,11,37201.0,654.31,5.1822,37298.418101999996,-97.418101999996,97.418101999996
676,2023-03-15,4,5,16909.0,654.31,5.2981,17332.999054999997,-423.9990549999966,423.9990549999966
8685,2023-03-29,4,8,27055.0,654.31,5.1493,26953.907863999997,101.09213600000294,0.0
3916,2023-04-10,4,12,40583.0,654.31,5.0834,39913.433447999996,669.5665520000039,0.0
9368,2023-04-10,4,9,30437.0,654.31,5.0834,29935.075085999997,501.9249140000029,0.0
8631,2023-04-15,4,1,3382.0,654.31,4.9455,3235.890105,146.10989500000005,0.0
560,2023-04-21,4,10,33819.0,654.31,5.0497,33040.69207,778.3079300000027,0.0
6081,2023-04-25,4,4,12851.6,654.31,5.0613,13246.636811999999,-395.03681199999846,395.03681199999846
480,2023-04-28,4,1,3382.0,654.31,5.0007,3272.0080169999997,109.99198300000035,0.0
6431,2023-05-22,4,5,16063.55,654.31,4.968,16253.060399999998,-189.5103999999992,189.5103999999992
517,2023-05-30,4,7,22489.35,654.31,5.0593,23172.454081,-683.1040810000013,683.1040810000013
8932,2023-05-31,4,2,6425.8,654.31,5.0959,6668.5966579999995,-242.7966579999993,242.7966579999993
3189,2023-06-05,4,1,3212.9,654.31,4.9236,3221.560716,-8.660715999999866,8.660715999999866
8867,2023-06-16,4,14,47346.0,654.31,4.8286,44231.61772399999,3114.382276000011,0.0
4469,2023-06-17,4,2,6764.0,654.31,4.8286,6318.802531999999,445.1974680000012,0.0
4144,2023-06-20,4,2,6425.8,654.31,4.793,6272.21566,153.58434000000034,0.0
6067,2023-06-20,4,8,25702.25,654.31,4.793,25088.86264,613.3873600000006,0.0
7625,2023-06-22,4,15,48191.6,654.31,4.775,46864.95375,1326.646249999998,0.0
7473,2023-07-08,4,10,33819.0,654.31,4.8799,31929.67369,1889.3263100000004,0.0
1460,2023-07-25,4,13,43964.0,654.31,4.7496,40400.240088,3563.7599120000013,0.0
9373,2023-07-26,4,5,16063.55,654.31,4.7368,15496.678039999997,566.8719600000022,0.0
7121,2023-07-31,4,10,32128.05,654.31,4.7415,31024.10865,1103.941350000001,0.0
3679,2023-08-03,4,1,3212.9,654.31,4.8797,3192.8365069999995,20.063493000000562,0.0
4627,2023-08-12,4,1,3212.9,654.31,4.8918,3200.7536579999996,12.146342000000459,0.0
533,2023-08-15,4,15,48191.6,654.31,4.9812,48888.73458,-697.1345799999981,697.1345799999981
2990,2023-08-23,4,3,10146.0,654.31,4.8977,9613.842261,532.1577390000002,0.0
6386,2023-08-26,4,13,41765.8,654.31,4.8772,41485.609516,280.1904840000061,0.0
4042,2023-09-09,4,7,22489.35,654.31,4.9835,22825.277195000002,-335.92719500000385,335.92719500000385
2120,2023-09-13,4,12,38553.85,654.31,4.9171,38607.69241199999,-53.84241199999087,53.84241199999087
5796,2023-09-25,4,4,12851.6,654.31,4.9606,12983.080743999999,-131.4807439999986,131.4807439999986
2688,2023-10-31,4,1,3212.9,654.31,5.0575,3309.1728249999996,-96.27282499999956,96.27282499999956
5826,2023-11-18,4,8,27055.0,654.31,4.8849,25569.911352,1485.0886480000008,0.0
4498,2023-12-01,4,15,50728.0,692.14,4.9191,51070.588110000004,-342.58811000000424,342.58811000000424
297,2023-12-11,4,11,37201.0,692.14,4.944,37641.34176,-440.341760000003,440.341760000003
5863,2023-12-11,4,14,44978.7,692.14,4.944,47907.162240000005,-2928.462240000008,2928.462240000008
384,2023-12-18,4,9,30437.0,692.14,4.9399,30771.921473999995,-334.9214739999952,334.9214739999952
9720,2023-12-30,4,1,3212.9,692.14,4.8413,3350.857382,-137.95738200000005,137.95738200000005
1473,2024-01-09,4,14,47346.0,692.14,4.8937,47419.757251999996,-73.75725199999579,73.75725199999579
1431,2024-01-10,4,1,3212.9,692.14,4.8901,3384.6338140000003,-171.73381400000017,171.73381400000017
6006,2024-02-10,4,6,19276.45,692.14,4.9717,20646.674628,-1370.224628,1370.224628
4246,2024-02-29,4,9,28915.15,692.14,4.9833,31042.271357999998,-2127.1213579999967,2127.1213579999967
8561,2024-03-08,4,7,23673.0,692.14,4.9751,24104.259998,-431.25999800000136,431.25999800000136
8871,2024-03-24,4,5,16909.0,679.13,4.9897,16943.274805,-34.274805000000924,34.274805000000924
4384,2024-03-26,4,5,16909.0,679.13,4.987,16934.10655,-25.106550000000425,25.106550000000425
811,2024-04-07,4,7,23673.0,679.13,5.052,24016.75332,-343.7533199999998,343.7533199999998
1570,2024-04-18,4,7,22489.35,679.13,5.2512,24963.732192,-2474.382192000001,2474.382192000001
1558,2024-04-29,4,11,35340.95,679.13,5.1155,38214.984665,-2874.0346650000065,2874.0346650000065
7277,2024-05-19,4,1,3212.9,679.13,5.1157,3474.2253410000003,-261.3253410000002,261.3253410000002
3265,2024-05-24,4,13,43964.0,679.13,5.1508,45474.816452,-1510.8164519999991,1510.8164519999991
8471,2024-05-25,4,15,50728.0,679.13,5.1508,52470.94206,-1742.9420600000012,1742.9420600000012
3617,2024-06-06,4,3,10146.0,679.13,5.2681,10733.174259,-587.1742589999994,587.1742589999994
8914,2024-06-13,4,4,13528.0,679.13,5.3974,14662.145048,-1134.1450480000003,1134.1450480000003
8500,2024-06-27,4,11,35340.95,679.13,5.5229,41258.437847,-5917.487847000004,5917.487847000004
3170,2024-07-02,4,1,3382.0,679.13,5.6677,3849.105101,-467.1051010000001,467.1051010000001
8165,2024-07-12,4,13,43964.0,679.13,5.4529,48141.96370099999,-4177.963700999993,4177.963700999993
1646,2024-07-18,4,8,25702.25,679.13,5.5426,30113.167504,-4410.917504000001,4410.917504000001
1645,2024-07-21,4,1,3212.9,679.13,5.5543,3772.0917589999995,-559.1917589999994,559.1917589999994
7077,2024-08-13,4,13,43964.0,679.13,5.4875,48447.436375,-4483.4363749999975,4483.4363749999975
8048,2024-08-15,4,11,35340.95,679.13,5.4651,40826.646992999995,-5485.696992999998,5485.696992999998
3522,2024-08-31,4,7,23673.0,679.13,5.6562,26889.065742,-3216.065741999999,3216.065741999999
7028,2024-09-05,4,10,32128.05,679.13,5.6049,38064.557369999995,-5936.507369999996,5936.507369999996
6651,2024-09-06,4,9,30437.0,679.13,5.5702,34046.009334,-3609.009334000002,3609.009334000002
8226,2024-09-08,4,11,35340.95,679.13,5.5702,41611.789185999995,-6270.839185999997,6270.839185999997
6447,2024-09-26,4,13,43964.0,679.13,5.4412,48038.668028,-4074.668028,4074.668028
